hotel;reserva_cancelada;dias_entre_reserva_y_llegada;anio_llegada;mes_llegada;numero_semana_anio;dia_del_mes_llegada;numero_noches_finde;numero_noches_semanales;adultos;chicos;bebes;tipo_comida;pais_origen;segmento_mercado;canal_distribucion_reserva;huesped_repetido;numero_reservas_anteriores_canceladas;numero_reservas_anteriores_no_canceladas;tipo_habitacion_reservada;tipo_habitacion_asignada;numero_cambios_reserva;deposito;codigo_agencia;codigo_empresa;dias_espera_reserva;tipo_reserva;tarifa;n_cocheras_reservada;num_solicitudes_especiales
City Hotel;1;2;2016;November;49;27;4;5;1;0;0;BB;AGO;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;76.12;0;1
City Hotel;1;35;2016;November;49;28;1;0;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;D;D;0;No Deposit;NULL;NULL;0;Transient-Party;80;0;0
City Hotel;1;35;2016;November;49;28;1;1;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;No Deposit;NULL;NULL;0;Transient-Party;75;0;0
City Hotel;1;45;2016;November;49;28;1;1;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;No Deposit;NULL;NULL;10;Transient-Party;75;0;0
City Hotel;1;215;2016;November;49;30;0;4;2;0;0;BB;ROU;Online TA;TA/TO;0;0;0;B;B;1;No Deposit;9;NULL;0;Transient;67.26;0;0
City Hotel;1;510;2016;December;49;1;0;2;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;Non Refund;1;NULL;0;Transient;62.8;0;0
City Hotel;1;510;2016;December;49;1;0;2;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;Non Refund;1;NULL;0;Transient;62.8;0;0
City Hotel;1;290;2016;December;49;1;1;3;2;0;0;BB;SVK;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;73.95;0;0
City Hotel;1;290;2016;December;49;1;1;3;2;0;0;BB;SVK;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;73.95;0;0
City Hotel;1;44;2016;December;49;2;0;2;2;0;0;BB;DEU;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;98.8;0;0
City Hotel;1;73;2016;December;49;2;0;2;1;0;0;SC;BEL;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;79.2;0;1
City Hotel;1;315;2016;December;49;2;0;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;Non Refund;20;NULL;0;Transient;52;0;0
City Hotel;1;45;2016;December;49;2;0;2;3;0;0;BB;PRT;Direct;Direct;0;0;0;D;D;0;No Deposit;14;NULL;0;Transient;127.2;0;0
City Hotel;1;61;2016;December;49;2;1;2;2;1;0;BB;NLD;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;109.8;0;1
City Hotel;1;231;2016;December;49;2;1;2;2;0;0;BB;DEU;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;78.3;0;2
City Hotel;1;17;2016;December;49;2;2;2;2;0;0;SC;ESP;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;76.29;0;1
City Hotel;1;102;2016;December;49;2;2;2;3;0;0;BB;ESP;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;119;0;1
City Hotel;1;75;2016;December;49;2;2;2;2;0;0;SC;ESP;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;74.8;0;1
City Hotel;1;47;2016;December;49;2;2;6;2;0;0;BB;CPV;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;88.4;0;1
City Hotel;1;28;2016;December;49;3;1;1;2;0;0;SC;ESP;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;88;0;1
City Hotel;1;8;2016;December;49;3;1;1;2;2;0;BB;ESP;Online TA;TA/TO;0;0;0;F;F;0;No Deposit;9;NULL;0;Transient;177.5;0;0
City Hotel;1;48;2016;December;49;3;2;1;2;0;0;HB;ESP;Direct;Direct;0;0;0;A;A;1;No Deposit;14;NULL;0;Transient;115.2;0;0
City Hotel;1;107;2016;December;49;3;2;1;2;2;0;BB;ESP;Online TA;TA/TO;0;0;0;F;F;0;No Deposit;9;NULL;0;Transient;156.6;0;1
City Hotel;1;132;2016;December;49;3;2;2;3;0;0;BB;BRA;Online TA;TA/TO;0;0;0;D;D;2;No Deposit;9;NULL;0;Transient;119;0;1
City Hotel;1;16;2016;December;49;3;2;2;2;0;0;BB;BEL;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;89.89;0;1
City Hotel;1;13;2016;December;49;3;2;4;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;89.39;0;0
City Hotel;1;47;2016;December;50;4;2;0;3;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;D;0;No Deposit;22;NULL;0;Transient;98.1;0;2
City Hotel;1;60;2016;December;50;4;2;5;2;0;0;BB;PRT;Direct;Direct;0;0;0;A;A;0;No Deposit;NULL;NULL;0;Transient;85.75;0;1
City Hotel;1;35;2016;December;50;4;2;5;2;0;0;SC;ESP;Online TA;TA/TO;0;0;0;A;A;2;No Deposit;9;NULL;0;Transient;74.8;0;2
City Hotel;1;74;2016;December;50;5;1;4;2;0;0;BB;BRA;Online TA;TA/TO;0;0;0;A;A;2;No Deposit;9;NULL;0;Transient;88.4;0;3
City Hotel;1;280;2016;December;50;6;0;3;2;1;0;BB;ITA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;94.5;0;2
City Hotel;1;94;2016;December;50;6;0;3;2;1;0;BB;ITA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;109.8;0;0
City Hotel;1;51;2016;December;50;6;0;3;2;1;0;BB;ITA;Online TA;TA/TO;0;0;0;A;D;5;No Deposit;9;NULL;0;Transient;109.8;0;2
City Hotel;1;103;2016;December;50;7;0;1;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;93.6;0;2
City Hotel;1;46;2016;December;50;7;0;3;1;0;0;BB;ESP;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;86.4;0;0
City Hotel;1;95;2016;December;50;7;0;4;3;0;0;BB;ITA;Online TA;TA/TO;0;0;0;D;D;1;No Deposit;9;NULL;0;Transient;119;0;2
City Hotel;1;96;2016;December;50;7;0;4;2;0;0;BB;NLD;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;88.4;0;1
City Hotel;1;7;2016;December;50;7;0;4;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;99.88;0;0
City Hotel;1;27;2016;December;50;7;0;4;3;0;0;BB;ESP;Online TA;TA/TO;0;0;0;D;E;3;No Deposit;9;NULL;0;Transient;171.44;0;1
City Hotel;1;47;2016;December;50;7;0;4;2;0;0;SC;BEL;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;74.8;0;1
City Hotel;1;175;2016;December;50;7;0;4;3;0;0;BB;ITA;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;115.6;0;0
City Hotel;1;35;2016;December;50;7;2;7;1;0;0;SC;CHN;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;79.2;0;0
City Hotel;1;113;2016;December;50;8;0;1;2;0;0;BB;NLD;Online TA;TA/TO;0;0;0;A;A;2;No Deposit;9;NULL;0;Transient;90;0;1
City Hotel;1;517;2016;December;50;8;0;2;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;Non Refund;1;NULL;0;Transient;62.8;0;0
City Hotel;1;517;2016;December;50;8;0;2;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;Non Refund;1;NULL;0;Transient;62.8;0;0
City Hotel;1;55;2016;December;50;8;0;3;1;0;0;BB;ESP;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;86.4;0;2
City Hotel;1;84;2016;December;50;8;0;3;2;2;0;HB;PRT;Online TA;TA/TO;0;0;0;F;F;0;No Deposit;9;NULL;0;Transient;231;0;1
City Hotel;1;56;2016;December;50;8;0;3;2;1;0;BB;ESP;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;109.8;0;1
City Hotel;1;60;2016;December;50;8;0;3;2;0;0;BB;ITA;Online TA;TA/TO;0;0;0;D;D;1;No Deposit;9;NULL;0;Transient;126;0;3
City Hotel;1;60;2016;December;50;8;1;3;2;0;0;BB;ITA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;88.4;0;2
City Hotel;1;322;2016;December;50;9;0;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;Non Refund;20;NULL;0;Transient;52;0;0
City Hotel;1;322;2016;December;50;9;0;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;Non Refund;20;NULL;0;Transient;52;0;0
City Hotel;1;79;2016;December;50;9;1;2;2;0;0;SC;ITA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;79.2;0;2
City Hotel;1;79;2016;December;50;9;1;2;2;1;0;BB;ITA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;109.8;0;2
City Hotel;1;240;2016;December;50;10;2;1;2;0;0;SC;ITA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;67.5;0;2
City Hotel;1;26;2016;December;51;12;2;5;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;Non Refund;154;NULL;0;Transient;75;0;0
City Hotel;1;26;2016;December;51;12;2;5;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;Non Refund;154;NULL;0;Transient;75;0;0
City Hotel;1;524;2016;December;51;15;0;1;1;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;Non Refund;1;NULL;0;Transient;51.4;0;0
City Hotel;1;524;2016;December;51;15;0;2;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;Non Refund;1;NULL;0;Transient;62.8;0;0
City Hotel;1;524;2016;December;51;15;0;2;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;Non Refund;1;NULL;0;Transient;62.8;0;0
City Hotel;1;246;2016;December;51;16;0;1;2;0;0;BB;SGP;Direct;Direct;0;0;0;A;A;0;No Deposit;14;NULL;0;Transient;63.75;0;0
City Hotel;1;185;2016;December;51;16;1;2;2;0;0;SC;DEU;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;79.2;0;0
City Hotel;1;185;2016;December;51;16;1;2;2;0;0;BB;DEU;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;103.5;0;0
City Hotel;1;185;2016;December;51;16;1;2;2;0;0;BB;DEU;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;103.5;0;0
City Hotel;1;185;2016;December;51;16;1;2;2;0;0;SC;DEU;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;79.2;0;0
City Hotel;1;103;2016;December;52;18;2;2;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;88.4;0;0
City Hotel;1;26;2016;December;52;19;1;2;2;0;0;SC;CHN;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;79.2;0;0
City Hotel;1;11;2016;December;52;19;1;2;1;0;0;BB;FIN;Online TA;GDS;0;0;0;A;A;0;No Deposit;195;NULL;0;Transient;86;0;0
City Hotel;1;103;2016;December;52;19;1;2;3;0;0;BB;GLP;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;140;0;1
City Hotel;1;72;2016;December;52;19;1;3;2;0;0;SC;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;74.8;0;0
City Hotel;1;41;2016;December;52;21;0;3;1;0;0;SC;CHN;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;79.2;0;1
City Hotel;1;36;2016;December;52;21;1;4;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;88.4;0;2
City Hotel;1;531;2016;December;52;22;0;1;1;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;Non Refund;1;NULL;0;Transient;51.4;0;0
City Hotel;1;531;2016;December;52;22;0;2;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;Non Refund;1;NULL;0;Transient;62.8;0;0
City Hotel;1;288;2016;December;52;22;2;5;2;0;0;BB;BRA;Online TA;TA/TO;0;0;0;B;B;1;No Deposit;9;NULL;0;Transient-Party;67.25;0;0
City Hotel;1;59;2016;December;52;23;0;2;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;93.6;0;0
City Hotel;1;267;2016;December;52;23;2;7;2;0;0;BB;BEL;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;77.73;0;0
City Hotel;1;291;2016;December;52;24;2;6;2;2;0;BB;ESP;Online TA;TA/TO;0;0;0;F;F;0;No Deposit;9;NULL;0;Transient;146.2;0;0
City Hotel;1;19;2016;December;53;26;1;1;2;2;0;BB;GBR;Online TA;TA/TO;0;0;0;F;F;0;No Deposit;9;NULL;0;Transient;174;0;1
City Hotel;1;260;2016;December;53;26;1;3;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;73.95;0;0
City Hotel;1;161;2016;December;53;26;1;3;2;0;0;HB;ITA;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;130.05;0;0
City Hotel;1;192;2016;December;53;26;1;3;2;0;0;BB;ESP;Direct;Direct;0;0;0;D;D;4;No Deposit;14;NULL;0;Transient;93.39;0;0
City Hotel;1;265;2016;December;53;26;1;3;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;73.95;0;0
City Hotel;1;98;2016;December;53;26;1;3;3;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;83;NULL;0;Transient;91.4;0;0
City Hotel;1;266;2016;December;53;26;1;3;3;0;0;BB;ESP;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;104.55;0;0
City Hotel;1;261;2016;December;53;26;1;5;2;0;0;BB;BRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;79.62;0;1
City Hotel;1;281;2016;December;53;26;1;5;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;79.62;0;2
City Hotel;1;162;2016;December;53;26;2;5;2;1;0;BB;BRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;158.56;0;0
City Hotel;1;72;2016;December;53;27;0;1;2;0;0;SC;ESP;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;9;NULL;0;Transient;79.2;0;2
City Hotel;1;37;2016;December;53;27;0;4;2;0;0;BB;BRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;108.8;0;1
City Hotel;1;41;2016;December;53;27;2;5;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;No Deposit;NULL;NULL;0;Transient-Party;69.29;0;0
City Hotel;1;246;2016;December;53;27;2;5;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;2;No Deposit;7;NULL;0;Transient;58.36;0;1
City Hotel;1;245;2016;December;53;27;2;5;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;7;NULL;0;Transient;58.36;0;1
City Hotel;1;41;2016;December;53;27;2;5;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;No Deposit;NULL;NULL;0;Transient-Party;69.29;0;0
City Hotel;1;239;2016;December;53;27;2;10;2;0;0;BB;MEX;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;78.77;0;0
City Hotel;1;372;2016;December;53;28;0;3;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;93.3;0;0
City Hotel;1;37;2016;December;53;28;0;3;2;0;0;SC;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;120;0;0
City Hotel;1;16;2016;December;53;28;2;4;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;Non Refund;3;NULL;0;Transient;76.67;0;0
City Hotel;1;276;2016;December;53;28;1;4;2;0;0;BB;NOR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;81.43;0;0
City Hotel;1;237;2016;December;53;28;2;5;2;1;0;BB;USA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;80.26;0;0
City Hotel;1;538;2016;December;53;29;0;2;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;Non Refund;1;NULL;0;Transient;62.8;0;0
City Hotel;1;538;2016;December;53;29;0;2;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;Non Refund;1;NULL;0;Transient;62.8;0;0
City Hotel;1;538;2016;December;53;29;0;2;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;Non Refund;1;NULL;0;Transient;62.8;0;0
City Hotel;1;151;2016;December;53;29;0;3;2;1;0;BB;ESP;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;143.28;0;1
City Hotel;1;16;2016;December;53;29;1;3;2;0;0;SC;CHN;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;91.8;0;0
City Hotel;1;12;2016;December;53;30;0;2;2;0;0;BB;BGR;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;148;0;0
City Hotel;1;18;2016;December;53;30;0;2;2;2;0;BB;PRT;Direct;Direct;0;0;0;G;G;0;No Deposit;NULL;NULL;0;Transient;200;0;0
City Hotel;1;11;2016;December;53;30;0;2;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;1.48;0;0
City Hotel;1;18;2016;December;53;30;1;2;2;0;0;BB;PRI;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;148;0;2
City Hotel;1;40;2016;December;53;30;2;2;2;0;0;BB;BRA;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;185.28;0;0
City Hotel;1;18;2016;December;53;31;2;2;2;0;0;BB;ITA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;115.68;0;2
City Hotel;1;46;2017;January;1;1;2;0;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;No Deposit;NULL;NULL;0;Transient-Party;65;0;0
City Hotel;1;46;2017;January;1;1;2;0;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;No Deposit;NULL;NULL;0;Transient-Party;65;0;0
City Hotel;1;4;2017;January;1;2;1;3;2;0;0;HB;ESP;Online TA;TA/TO;0;0;0;A;A;2;No Deposit;9;NULL;0;Transient;111.78;0;0
City Hotel;1;306;2017;January;1;2;1;3;2;1;0;BB;ITA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient-Party;92.65;0;0
City Hotel;1;268;2017;January;1;2;1;4;2;0;0;BB;RUS;Online TA;TA/TO;0;0;0;B;B;3;No Deposit;9;NULL;0;Transient;141.14;0;1
City Hotel;1;221;2017;January;1;3;0;2;2;1;0;HB;ITA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;140.85;0;0
City Hotel;1;22;2017;January;1;3;0;2;2;0;0;SC;KOR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;88;0;1
City Hotel;1;93;2017;January;1;3;0;4;2;0;0;SC;ITA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;74.8;0;0
City Hotel;1;139;2017;January;1;3;0;4;2;0;0;BB;POL;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;85;0;1
City Hotel;1;100;2017;January;1;3;0;5;2;0;0;SC;SWE;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;74.8;0;1
City Hotel;1;36;2017;January;1;4;0;1;2;2;0;BB;CHN;Online TA;TA/TO;0;0;0;F;F;0;No Deposit;9;NULL;0;Transient;156.6;0;0
City Hotel;1;94;2017;January;1;4;0;4;1;0;0;BB;ITA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;88.4;0;1
City Hotel;1;23;2017;January;1;4;0;4;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;90.1;0;1
City Hotel;1;545;2017;January;1;5;0;2;2;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;Non Refund;1;NULL;0;Transient;62;0;0
City Hotel;1;16;2017;January;1;5;2;5;2;0;0;SC;UZB;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;70.67;0;1
City Hotel;1;29;2017;January;1;6;0;2;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;116;0;1
City Hotel;1;356;2017;January;1;6;1;2;1;0;0;BB;ROU;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;76.5;0;0
City Hotel;1;91;2017;January;1;6;1;2;2;2;0;BB;DEU;Direct;Direct;0;0;0;E;E;0;No Deposit;14;NULL;0;Transient;131.1;0;0
City Hotel;1;10;2017;January;1;6;2;2;2;0;0;SC;ITA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;71.19;0;0
City Hotel;1;75;2017;January;1;7;1;1;1;0;0;BB;USA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;86.4;0;1
City Hotel;1;32;2017;January;1;7;2;3;2;3;0;BB;PRT;Online TA;TA/TO;0;0;0;G;G;0;No Deposit;83;NULL;0;Transient;163.2;0;0
City Hotel;1;28;2017;January;1;7;6;16;2;0;0;BB;BRA;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;98.6;0;0
City Hotel;1;2;2017;January;2;8;2;0;2;0;0;HB;CHE;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;135.5;0;0
City Hotel;1;129;2017;January;2;8;2;1;1;0;0;BB;PRT;Groups;TA/TO;0;0;0;D;D;0;Non Refund;NULL;NULL;0;Transient;67;0;0
City Hotel;1;129;2017;January;2;8;2;1;1;0;0;BB;PRT;Groups;TA/TO;0;0;0;D;D;0;Non Refund;NULL;NULL;0;Transient;67;0;0
City Hotel;1;129;2017;January;2;8;2;1;1;0;0;BB;PRT;Groups;TA/TO;0;0;0;D;D;0;Non Refund;NULL;NULL;0;Transient;67;0;0
City Hotel;1;129;2017;January;2;8;2;1;1;0;0;BB;PRT;Groups;TA/TO;0;0;0;D;D;0;Non Refund;NULL;NULL;0;Transient;67;0;0
City Hotel;1;129;2017;January;2;8;2;1;1;0;0;BB;PRT;Groups;TA/TO;0;0;0;D;D;0;Non Refund;NULL;NULL;0;Transient;67;0;0
City Hotel;1;22;2017;January;2;10;0;1;1;0;0;BB;ESP;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;89.5;0;0
City Hotel;1;65;2017;January;2;12;0;2;1;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;0;No Deposit;NULL;366;0;Transient-Party;65;0;0
City Hotel;1;31;2017;January;2;12;1;3;2;1;0;BB;CHN;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;96.39;0;2
City Hotel;1;27;2017;January;2;13;0;2;1;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;89.5;0;2
City Hotel;1;277;2017;January;2;13;0;2;1;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;7;NULL;0;Transient;56.62;0;0
City Hotel;1;166;2017;January;2;13;0;2;2;0;0;BB;BRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;90;0;1
City Hotel;1;277;2017;January;2;13;0;2;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;7;NULL;0;Transient;59.91;0;0
City Hotel;1;38;2017;January;2;14;0;1;1;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;A;0;Non Refund;NULL;67;0;Transient;75;0;0
City Hotel;1;38;2017;January;2;14;0;1;1;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;A;0;Non Refund;NULL;67;0;Transient;75;0;0
City Hotel;1;38;2017;January;2;14;0;1;1;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;A;0;Non Refund;NULL;67;0;Transient;75;0;0
City Hotel;1;38;2017;January;2;14;0;1;1;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;A;0;Non Refund;NULL;67;0;Transient;75;0;0
City Hotel;1;38;2017;January;2;14;0;1;1;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;A;0;Non Refund;NULL;67;0;Transient;75;0;0
City Hotel;1;38;2017;January;2;14;0;1;1;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;A;0;Non Refund;NULL;67;0;Transient;75;0;0
City Hotel;1;38;2017;January;2;14;0;1;1;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;A;0;Non Refund;NULL;67;0;Transient;75;0;0
City Hotel;1;38;2017;January;2;14;0;1;1;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;A;0;Non Refund;NULL;67;0;Transient;75;0;0
City Hotel;1;12;2017;January;2;14;2;6;3;0;0;BB;USA;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;9;NULL;0;Transient;114.28;0;2
City Hotel;1;48;2017;January;3;15;4;10;1;0;0;BB;AGO;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;74.8;0;1
City Hotel;1;208;2017;January;3;16;1;0;2;0;0;BB;AUS;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;122.4;0;2
City Hotel;1;48;2017;January;3;16;1;1;2;0;0;BB;ITA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;93.6;0;0
City Hotel;1;6;2017;January;3;16;1;1;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;106;0;0
City Hotel;1;41;2017;January;3;16;1;5;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;138;NULL;0;Transient;68;0;0
City Hotel;1;9;2017;January;3;16;5;13;2;0;0;BB;AGO;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;94.35;0;0
City Hotel;1;107;2017;January;3;18;0;1;3;0;0;BB;FRA;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;126;0;1
